epoch,loss,val_acc,val_f1,epoch_time_s
1,0.5922652641536501,0.7712,0.7710932012439724,107.69707345962524
2,0.39678749832116694,0.7768,0.7767106842737095,107.6977014541626
3,0.29502755027280253,0.7784,0.7778710131455453,113.35318851470947
4,0.1998310451015597,0.7684,0.7670114253733974,100.8509271144867
5,0.1281109625078833,0.7644,0.7643981528815186,32.149858713150024
