epoch,loss,val_acc,val_f1,epoch_time_s
1,0.5619469523472264,0.7948,0.794527757497574,221.74023628234863
2,0.3833127174404573,0.7868,0.7867876848566773,216.12241554260254
3,0.2925589000739973,0.7812,0.7811159134893261,197.6132562160492
4,0.21471729185193736,0.776,0.7759977062165117,157.0647475719452
5,0.14892885661226926,0.7672,0.767091334132853,204.23530340194702
