epoch,loss,val_acc,val_f1,epoch_time_s
1,0.8158572745877642,0.4964,0.33172948409516173,3.751849412918091
2,0.6978083599445432,0.4964,0.33172948409516173,2.526437520980835
3,0.6938357491825902,0.5036,0.3349295025272679,2.3950588703155518
4,0.6934814300648001,0.5036,0.3349295025272679,2.387192726135254
5,0.6933441314586374,0.5036,0.3349295025272679,2.3863656520843506
