epoch,loss,val_acc,val_f1,epoch_time_s
1,0.7064273192058417,0.4984,0.3416078629032258,125.28975629806519
2,0.7016109605432405,0.5036,0.3349295025272679,120.07730412483215
3,0.6987959496666324,0.504,0.3358237799082837,102.44460344314575
4,0.6973264714223393,0.5044,0.33671680923418684,112.49371600151062
5,0.696180095882877,0.5044,0.33671680923418684,122.64111948013306
