epoch,loss,val_acc,val_f1,epoch_time_s
1,0.7111383302267208,0.4956,0.3313720246055095,1.9217584133148193
2,0.6967824267786603,0.5036,0.3349295025272679,0.6412332057952881
3,0.6943089726359345,0.5036,0.3349295025272679,0.6005477905273438
4,0.6936144163442213,0.4964,0.33172948409516173,0.6305675506591797
5,0.6937640711318614,0.5036,0.3349295025272679,0.6181719303131104
