epoch,loss,val_acc,val_f1,epoch_time_s
1,0.6959159568298695,0.4964,0.33172948409516173,1.8408143520355225
2,0.6934069561403852,0.4964,0.33172948409516173,1.3353703022003174
3,0.6933981831683669,0.5036,0.3349295025272679,1.7477948665618896
4,0.6931891718576121,0.4964,0.33172948409516173,1.6893062591552734
5,0.6931599420170451,0.5036,0.3349295025272679,1.1899633407592773
