epoch,loss,val_acc,val_f1,epoch_time_s
1,0.6796951599175357,0.7448,0.7431561996779388,97.8264319896698
2,0.4882179539369825,0.7852,0.7851625667256263,92.723881483078
3,0.3960233598226843,0.776,0.7729873054501208,105.96182417869568
4,0.332748036497772,0.7764,0.7731990585204853,77.9550998210907
5,0.2809605382033127,0.7844,0.784399689535553,95.35617208480835
