epoch,loss,val_acc,val_f1,epoch_time_s
1,0.6556767781886403,0.746,0.7459381715134195,88.14384436607361
2,0.4789297030033122,0.7804,0.779981754115303,116.38485336303711
3,0.3949042779537896,0.778,0.7775455165922186,113.90553569793701
4,0.34099517675755203,0.7804,0.7803465451352241,107.96300911903381
5,0.3012869499337622,0.7648,0.7646819268035929,117.01095795631409
