epoch,loss,val_acc,val_f1,epoch_time_s
1,0.5922652641536501,0.7712,0.7710932012439724,104.51339888572693
2,0.39678749832116694,0.7768,0.7767106842737095,106.15535688400269
3,0.29502755027280253,0.7784,0.7778710131455453,111.14046692848206
4,0.1998310451015597,0.7684,0.7670114253733974,109.31855201721191
5,0.1281109625078833,0.7644,0.7643981528815186,113.00463104248047
