epoch,loss,val_acc,val_f1,epoch_time_s
1,0.7037560385327006,0.5128,0.4325805008944544,3.0930545330047607
2,0.7008992724640425,0.5036,0.3349295025272679,2.4337756633758545
3,0.6996827070103135,0.512,0.43362240255519857,2.443282127380371
4,0.69890902070112,0.5152,0.43811098476335014,2.5954246520996094
5,0.6978725998900658,0.5112,0.4198562230912035,2.995220422744751
