epoch,loss,val_acc,val_f1,epoch_time_s
1,0.6889604625966437,0.5564,0.5258069619576604,60.941694259643555
2,0.5989451338013748,0.7268,0.7240626574115477,55.63445806503296
3,0.4223800520935913,0.71,0.7097659087913948,55.113605976104736
4,0.2714769000857857,0.6528,0.6507399805830743,59.77494478225708
5,0.2330725848234946,0.5504,0.5423285800654617,62.648983001708984
