epoch,loss,val_acc,val_f1,epoch_time_s
1,0.7254146628601607,0.546,0.40621069088615547,3.3473100662231445
2,0.47904070588045344,0.806,0.8043294114761244,2.7963054180145264
3,0.31519986099975056,0.844,0.8439999001599361,2.4645211696624756
4,0.24464154070199923,0.8684,0.8683952622294402,2.4566519260406494
5,0.19064283093740775,0.8652,0.8649707960280097,2.4622080326080322
