epoch,loss,val_acc,val_f1,epoch_time_s
1,0.7219823141430699,0.5328,0.4191093912505142,3.2210869789123535
2,0.6300407398578732,0.7624,0.7555666606751693,2.915968418121338
3,0.3333451533040335,0.8324,0.8304954468407021,2.4551761150360107
4,0.23849819392658944,0.8672,0.8671986401140748,2.4450340270996094
5,0.18734818038552306,0.868,0.8679931567652468,2.460475444793701
