epoch,loss,val_acc,val_f1,epoch_time_s
1,0.7300558436748593,0.534,0.400132516648511,3.1015257835388184
2,0.4886324010616125,0.8532,0.8530052378199018,2.4436423778533936
3,0.2855274226776389,0.8724,0.8720698583592763,2.4528121948242188
4,0.21424134768718897,0.872,0.87180300737325,2.6498403549194336
5,0.1685398583148801,0.8596,0.8595900926769393,2.9741251468658447
